id,text
gs024,"We are creating an economy by Canadians for Canadians and the budget implementation act is a key part of this work. From building more homes and expanding clean electricity to upgrading the infrastructure that growing communities rely on every day, this budget would deliver investments that will shape Canada's future for decades to come. For instance, the new building communities fund would support provinces, territories and municipalities as they strengthen the roads, water systems, transit and health facilities that underpin a strong economy. A dedicated $5-billion health infrastructure fund would help ensure hospitals, emergency rooms, urgent care centres and medical schools in communities like mine and across the country have the health infrastructure required to meet the needs of Canadians. I encourage provinces and territories to seize these opportunities to invest in the infrastructure essential to building the strong foundation our economy needs. However, building a strong foundation for our economy also requires a tax system that rewards investment, accelerates innovation and strengthens Canada's competitiveness. That is why the budget implementation act advances a focused tax strategy to supercharge productivity and attract new capital. It would introduce a productivity superdeduction, enhancing incentives that would allow businesses to immediately write off a larger share of new capital investments, helping them invest and grow. This would include the reinstated accelerated investment incentive and a 100% first-year writeoff for investments in manufacturing and processing equipment, clean energy technologies, zero-emission vehicles, productivity-enhancing assets, and scientific research and experimental development. Our government knows that innovation and scientific discovery are the foundation of long-term economic growth. Science fuels innovation and innovation fuels productivity, helping Canada stay competitive in a fast-changing global economy. That is why we would also strengthen the scientific research and experimental development tax incentive program by increasing expenditure limits, restoring the eligibility of SR and ED capital expenditures and expanding eligibility to more Canadian firms. All told, these additional government investments of $440 million on an ongoing basis are expected to generate near $1.2 billion in economic output each year, about a three-time return for Canada's economy."
gs025,"Mr. Speaker, I rise today to speak about a matter that goes beyond the very foundation of this country: the relationship between the Crown and indigenous peoples. That relationship is defined not only by our history, but by our honour. It is tested not by words or new offices, but by actions. It is measured not by the number of new bureaucracies we create, but by the commitments we fulfill and the promises we keep. For decades, governments have spoken of reconciliation, yet reconciliation without accountability remains a broken promise. The Liberal government’s proposed Bill C-10, an act respecting the commissioner for modern treaty implementation, simply provides cover for its decade-long history of broken promises to indigenous peoples. The new office of the treaty commissioner would tell us nothing that the Office of the Auditor General and many indigenous leaders have already told us: that the government continues to fail. I want to speak plainly about where we are in implementing modern treaties in Canada, what progress has been made, where failures persist and how we can fix the system without creating another costly bureaucracy at a time when taxpayers can ill afford it. However, before we discuss implementation, it is important to define what we mean by modern treaties and self-government treaties. A modern treaty is a comprehensive land claims agreement negotiated between a first nation, Inuit or Métis group and the Crown, which means the federal government and sometimes provincial governments, that settles outstanding aboriginal rights and land claims. The purpose of a modern treaty is to resolve long-standing disputes over land ownership, resource rights and governance in a defined territory. The scope of a modern treaty can include land, resources, financial compensation and governance rights, and it often incorporates self-government provisions. However, not all modern treaties are full self-government agreements. Once implemented, modern treaties are enforceable by federal law and generally replace or clarify rights under historic treaties."
gs026,"Mr. Speaker, I will be sharing my time with the member for Vancouver Quadra. It is a privilege to rise in the House to speak to the motion put forward by the member for Battle River—Crowfoot on the Canada-Alberta MOU, building pipelines to Asia and the Oil Tanker Moratorium Act. Before I begin, I would like to acknowledge that we are gathered on the traditional unceded territory of the Anishinabe Algonquin nation, and I would like to express my gratitude for the privilege of sharing this land with them on this very day. It is important to recognize that, across Canada, the lands, waters and ice are traditional territories of the first nations, Inuit and Métis peoples. Indigenous peoples have cared for these environments for thousands of years, and their knowledge and leadership remain essential. Our journey toward reconciliation continues to be a priority for me, and it is one of the reasons I am in the House today. Today I want to talk about the future, our future, and the foundation that the Government of Canada is building for a stronger, more sustainable Canada. It is a future that is not only net-zero but also full of new opportunities for clean, resilient and lasting growth, from such things as building new industries that anchor long-term jobs in every region and developing climate-smart infrastructure that saves money by avoiding costly disaster recovery. There are opportunities for workers and communities, such as thousands of skilled jobs for electricians, energy advisers, engineers and construction workers, as well as community-owned renewable energy projects that keep wealth circulating locally. There are opportunities for Canadian competitiveness through selling clean aluminum, low-carbon steel and sustainable forestry products. In other words, it will be a climate-competitive Canada. I am talking about a Canada that leads the world by leaning into its strengths. I will put that in perspective. Countries around the world are making the transition to clean, low-carbon energy industries and technology. They are competing to design the cleanest technologies, produce the cleanest fuels and operate the cleanest industries. They are competing for capital, for talent and for innovation."
gs027,"The government and the Bloc chose to remove that protection. They now tell Canadians not to worry. They tell faith leaders to trust prosecutors. They tell religious teachers to trust the courts, and they tell parents and clergy that lawful expression would probably remain lawful. However, if this protection were not needed, why was it kept in the Criminal Code for more than half a century? If the government still believes that good-faith religious expression should be protected, why remove the words that clearly protect it? This is the slippery slope. It rarely begins with the government's openly saying it wants to criminalize ordinary religious teaching. It begins with promises that the law would be used only in extreme cases. The protection then disappears, and the line becomes less clear. A complaint is made against a faith leader, a teacher or a parent. An investigation and legal costs may follow. Even without a conviction, the process can become the punishment. Clergy and teachers would begin censoring themselves because the Liberal government has chosen to remove a clear protection and replace it with uncertainty. That is how the slippery slope works. First the protection is removed. Then the line becomes unclear. Finally, people stop saying lawful things because they fear what might happen. However, self-censorship is not the only danger. Driving hateful ideas underground does not make them disappear. It can allow resentment and hatred to grow where they are harder to challenge, until they emerge in more dangerous forms. In a free society, bad ideas should be exposed and defeated in the open. Sunlight is often the best disinfectant. Criminal law should deal firmly with threats, violence and genuine incitement, but it should not push lawful discussion into the shadows, otherwise peaceful Canadians become afraid to speak, while real hatred is pushed out of sight instead of confronted. Rights are rarely taken away all at once. They are weakened one step at a time, with every step described as small and reasonable. That is why the government must prove that these restrictions are needed, that existing law is not enough and that lawful speech will remain protected."
gs028,"The homes and the infrastructure Canada needs do not build themselves. If Canada wants to build the housing, infrastructure, transportation and clean energy projects we talk about so often, we need skilled workers, and many more of them. This is why one of the most important components of the spring economic update is the investment in skilled trades and apprenticeships. The government is launching a nationwide effort to recruit, train and hire up to 100,000 new Red Seal skilled trades workers by 2031 through the team Canada strong program. This creates a direct pathway for young Canadians into rewarding, well-paying careers while helping address labour shortages that are delaying projects across the country. This will support Canadians through the entire process, from discovering the trades to apprenticeship opportunities, completing the technical training and ultimately achieving Red Seal certification. It is also about reducing barriers by simplifying and accelerating the certification pathway so more Canadians can enter this workforce faster. Bill C-30 would also improve labour mobility for tradespeople by increasing the labour mobility deduction from $4,000 to $10,000, lowering the threshold to access it and making it easier for workers to go where their skills are needed most. For workers who spend weeks away from home helping build critical infrastructure and housing, this matters. This legislation also contains targeted affordability measures that would make a meaningful difference for Canadians. Between mortgage payments, rising living costs and uncertainty about the future, many young Canadians are feeling stretched thin even after reaching the major milestone of buying a new home. Measures in Bill C-30 like extending the repayment grace period under the homebuyers' plan would provide relief to homeowners to ease pressure during those early critical years of home ownership. Bill C-30 would also reduce the CPP contribution rates beginning next year, helping workers and businesses keep more money in their pockets. While individually these changes may seem modest, in combination with recent measures like cutting Canadian income taxes, cutting the GST on new homes for first-time homebuyers and the groceries and essentials benefit, together they would help lower the pressure on Canadians who are already facing high costs."
gs029,"Mr. Speaker, I am participating in today's debate to speak about the government's plan to maintain fiscal stability and provide a bit more clarity on Canada's economy. The government's fiscal plan remains rooted in fiscal responsibility. This is not for its own sake, but to create capacity and invest in long-term economic strength and greater self-reliance. Consistent with this approach, the recent spring economic update of 2026 is the government's next step in building a stronger, more independent and more resilient Canada. It advances the building of more affordable housing and houses. It talks about major infrastructure that transforms and connects our economy while bringing down costs to help Canadians get ahead. It is absolutely important to give a clear and transparent account of Canada's economy and its performance in an increasingly uncertain world, and to not promote fear. We are advancing major projects that connect and transform our nation, supercharging our housing construction and forging new economic partnerships. We are acting decisively to protect our economic sovereignty and position Canada for greater long-term growth. It is a principled and pragmatic approach. However, some long-term payoffs will take time. To ensure that Canadians have the support they need right now, the government is providing bridging supports. For over a year, Canada's government has been focused on making life more affordable. Nearly 22 million Canadians are keeping more of what they earn with the middle-income tax cut. First-time homebuyers are saving up to $50,000 with the removal or reduction of the goods and services tax on new homes. The removal of the consumer carbon price has lowered gas prices by 18¢ per litre. The government has temporarily suspended the federal fuel excise tax. Last week, more than 12 million Canadians began receiving hundreds of dollars more through the new Canada groceries and essentials benefit. These are important measures."
gs030,"Mr. Speaker, I rise today to speak in support of Bill C-15, the budget implementation act. The legislation is more than a collection of policies and tax changes; it is a blueprint for building a stronger, more resilient Canada at a time when we face major global and economic challenges. For decades, our prosperity has relied on stable international trade rules and open markets. However, today, the rules-based system and long-time trade relationships, including with our closest partner, the United States, are being disrupted. Canadian firms are facing new barriers. Supply chains are under pressure. Jobs and livelihoods depend on our ability to adapt. This means that Canada must build a bigger, more innovative economy here at home, faster than ever before. We must diversify our markets, mobilize investment and unleash the full potential of Canadian workers and businesses. Bill C-15 moves us decisively in that direction. It would grow our economy, build homes people can afford, make life more affordable and protect the environment while opening the door to a new generation of clean economic growth. Budget 2025 is unapologetically an investment budget. We are making generational investments in infrastructure, clean technology, housing and the skills Canadians need to thrive. We must do so while maintaining higher environmental standards. The legislation helps unlock the goal of catalyzing $1 trillion of investment over five years from provinces, municipalities, indigenous partners and the private sector. We are attracting capital by creating certainty, providing incentives and fast-tracking the infrastructure that will power our economy for decades to come. We are doing it responsibly. Canada enters this moment with the strongest credit rating in the world, the lowest long-term interest rates in the G7 and the lowest net debt-to-GDP ratio of any major economy. International experts, including from the IMF, have said that Canada is pursuing strategic progrowth investment, and they project that we will have the second-strongest economic growth in the G7 in 2026."
gs031,"Despite these reforms, we understand that Canadians remain concerned about repeat offences and violent offences. This is why the government will introduce legislation this fall to further strengthen bail and sentencing provisions in the Criminal Code. The federal government has committed to establishing reverse onuses for a range of serious crimes, including violent and organized crime-related auto theft, home invasions, human trafficking and human smuggling, to make bail more onerous to obtain in these circumstances. There is also a commitment to amending the Criminal Code to direct courts to give primary considerations to the principles of denunciation and deterrence when determining a fit sentence for anyone who has numerous convictions for auto thefts or home invasions. Further commitments include expanding the possibility of consecutive sentences in violent or organized crime-related auto theft cases. These are concrete measures aimed at addressing repeat and violent offending throughout the criminal justice process. They represent an approach that is strategic, evidence-based and evidence driven, and focused on protecting public safety without sacrificing the rights and fairness that are the foundational aspects of our judicial system. We also know that reform cannot happen in isolation. The operation of the bail system is a shared responsibility between the federal and provincial and territorial governments, as I have already stated. While the federal government sets the legal framework, the provinces and territories manage the day-to-day operations, including court and jail administration. Strengthening the law at the federal level must therefore be complemented by effective enforcement resources and oversight at the provincial level, and without this coordination, even the best legislation would not achieve meaningful change. Data and evidence also play a crucial role. Provinces and territories collect the data necessary to evaluate how bail laws are functioning, identify gaps and implement improvements. Better data always allows government to track outcomes, assess risks and ensure that measures designed to protect public safety are actually working. That is why our government continues to work closely with partners across the country to improve data collection, transparency and reporting in the criminal justice system."
gs032,"Mr. Speaker, I rise today to affirm a central New Democrat principle, which is that we must take real, meaningful action to confront hate in Canada without undermining the fundamental freedoms that define our democracy. The Canadian Civil Liberties Association and more than 40 civil society organizations raised a red flag with respect to the language in Bill C-9. It said that the bill: ...could be used to criminalize peaceful protest and silence unpopular expression. Instead of meaningfully addressing these concerns, the truncated Committee process did very little to improve the bill and actually made the bill worse by removing the Criminal Code’s good-faith religious defense without putting anything adequate in its place. New Democrats could not agree more. We understand both the urgency of addressing hate and the necessity of protecting civil liberties. Let me be clear. Hate is real. It is rising. It is harming communities across this country: racialized communities, indigenous people and members of the 2SLGBTQ2+IA community. However, the legislation must be precise, effective and just. It must target the actual sources of harm, not cast a wide net that risks criminalizing legitimate expression and dissent. That is why we continue to have serious concerns with the bill before us. In fact, the member for Nunavut, on behalf of the NDP, tabled amendments at committee to try to address some of those concerns, but all of those amendments failed. The NDP position, as articulated by her, remains the same. She stated: The NDP believes the federal government must take comprehensive action to fight the rising tide of hate in Canada. She went on to say: Yes, we need to combat hate, but we do not need to criminalize people speaking up, and we definitely do not need to keep them jailed for longer. I am disappointed that this bill does not address the violent activities of the growing white nationalist movement. The Liberals' failure to include that aspect in this bill leaves racialized communities, indigenous communities and the 2SLGBTQIA+ community without the necessary tools to combat the largest source of hatred in Canada."
gs033,"That is why the RCMP has created a national task force to coordinate investigations and share intelligence across the country, focusing in particular on cases that have affected the South Asian communities in Brampton, Surrey, Edmonton and Abbotsford. It is expanding to other regions as well. This task force is working not only with domestic law enforcement but also with international partners to track and disrupt organized crime networks. Addressing these challenges requires more than words. It demands concrete action. The government has taken, and continues to take, meaningful steps to strengthen the tools available to law enforcement and the justice system, ensuring that repeat and dangerous offenders are held accountable and that Canadians can feel safe in their homes, on their streets and in their businesses. Key changes to the Criminal Code's bail provisions came into effect on January 4, 2024, under the former Bill C-48. Individuals charged with serious repeat violent offences, particularly those involving weapons such as firearms, knives or bear spray, now carry the burden of demonstrating a reverse onus, in particular demonstrating why they should be released on bail, rather than Crown counsel having to fight against the bail. Courts are required to consider an accused person's history of violent convictions and to state on the record how community safety, as well as circumstances of Indigenous peoples and other overrepresented populations, have been taken into account. These reforms ensure that public safety is at the forefront of bail decisions, while they respect individual circumstances and their rights protected under the Canadian Charter of Rights and Freedoms, and provide judges with clear guidance to make informed, evidence-based decisions, but we are going to take this even further. In our new upcoming bail and sentencing legislation, we are going to make sure that the courts are committed to these basic principles. Public safety should be at the forefront for the reason for denying bail. If somebody is a public safety risk, they should not be provided bail."
gs034,"If a treaty obligation is missed, the responsible minister should stand in this chamber and answer for it. We have not seen that. Senior officials who ignore commitments should not be promoted. Departments that fail to act repeatedly should face consequences from the House. That is what accountability looks like. That is what we want to see. Conservatives believe in a strong, durable, honourable relationship with indigenous nations, and we believe that modern treaties must be more than signed documents. Here is where we differ and here is what we want, and I will just list them quickly. We want to require departments to act on Auditor General recommendations. We want to mandate public, measurable implementation plans for each treaty. We want to empower indigenous governments as equal partners and not as observers of Ottawa's bureaucracy, and we want to ensure that ministers face consequences. That is the only real way to solve this."
gs035,"I have heard concerns and had discussions with faith communities in my own riding about the protection to read scripture and sacred texts. At committee, these were taken seriously. The Parliamentary Secretary to the Minister of Justice introduced a “for greater certainty” clause to make clear that legitimate religious expression and the quoting of sacred texts in good faith are not and will not be criminalized. Above all, the charter protects this right. Let us agree that the status quo is not an acceptable option. Police forces have asked for clarity. Jewish Canadians have asked for protections. We want to see terror symbols off our streets. We expect fear and intimidation in our communities and neighbourhoods to stop. We want accountability for violent and hateful acts, and we want them prosecuted to the fullest extent of the law. When synagogues are targeted by gunfire, when communities are living with fear and when hate crimes are rising across the country, Canadians expect their elected representatives to act responsibly and decisively. They expect us to work together. They expect us to move beyond procedural stall tactics in the House and in committee, and to focus on the safety and well-being of the people we serve. That is what the motion allows us to do. It ensures that Parliament can complete its work on legislation that seeks to protect Canadians from hate and violence. Hatred thrives when institutions fail to respond, but Canada has always been strongest when we stand together, across faiths, across communities and across political lines, to defend the values that define this country. Those values include freedom, dignity and safety for every Canadian. That is why this legislation matters. That is why I am going to be supporting the motion before us today."
gs036,"The Charter of Rights and Freedoms does not treat religion as an afterthought or something to be bargained away in committee. Freedom of religion is listed among our fundamental freedoms because that freedom to hold beliefs, to express them and to live them out is foundational to human dignity. For decades, Canadian law has reflected this through a religious exemption in hate speech provisions. That exemption ensures Canadians can cite scripture, preach, teach, debate and discuss matters of faith, even when those teachings are controversial, without fear of criminal prosecution. Bill C-9 would remove that protection. Religious expression is a charter-protected freedom. Let us think about what that means. Expressing a traditional religious teaching, something that has been part of faith for generations, could now be interpreted as criminal, depending on how someone else perceives it. The old adage that the road to hell is paved with good intentions is not just a saying. It is on full display here. The government may mean no harm and the next government may mean no harm, but we do not know the future and what future governments may plan. What we do know is that if Bill C-9 passes, future governments will have the tools they need to legally repress Canadians by simply redefining “hate” to mean whatever they say. That does not mean they necessarily will, but it was not that long ago that the Liberal government accused anti-government protesters of hate and invoked the Emergencies Act. It is not a long walk to imagine future misuse of that term."
gs037,"Madam Speaker, I appreciate the comments my colleagues have been sharing today. It seems we are the only ones who are standing up for Canadians and the travesty of this budget. We are facing the greatest peacetime fiscal crisis in a generation and it did not have to be this way. The Prime Minister broke every promise he made just six months ago. This is a Prime Minister Canadians simply cannot trust. He promised a $62-billion deficit and delivered an over $78-billion deficit. That is $16 billion in broken promises. He promised to spend less. He is spending $90 billion more, which is $5,400 more in inflationary spending per household. He promised to lower the debt-to-GDP ratio. He is raising both debt and inflation. This budget adds $10 million to our debt every hour. That is $240 million every single day. The federal debt is now over $1.3 trillion, a number so large most Canadians cannot even comprehend it. Let me be clear about the Liberal pattern. Stephen Harper left the government a balanced budget, achieved through disciplined spending and sound fiscal management. In 2015, Justin Trudeau promised modest deficits and told Canadians that budgets balanced themselves, which is perhaps the most economically illiterate statement in our political history. In 2025, the current Prime Minister presented himself as a fiscal hawk, the supposed adult in the room who would restore fiscal responsibility. The reality is that he will add over $320 billion to the federal debt over five years, more than twice what Trudeau would have added. The fiscal hawk was a fantasy."
gs038,"In other words, the office cannot solve failures, cannot enforce compliance and cannot even be compelled to work at the pace required to match the seriousness of the issues that are at hand. These issues are serious, not just in the province of B.C., where, in some places, they are exploding, but throughout Canada. Again, I ask what the office is supposed to do. The answer is nothing meaningful. The problem is not a lack of oversight; the problem is a lack of action. The government has a long history of substituting announcements, offices and photo ops for actual implementation. When faced with a problem, the Liberal instinct is always the same, to create a new bureaucracy and hope that symbolism distracts from inaction. Let us look at the record. Since 2015, despite promising a renewed nation-to-nation relationship, and despite promising to respect modern treaty partners, the government has negotiated zero new modern treaties. There has not been one in 10 years. There has been zero progress. Meanwhile, under former prime minister Stephen Harper, Canada saw real results. Nine communities reached a final modern treaty agreement in six years. These were not symbolic gestures. They were fully negotiated agreements that required hard decisions, interdepartmental coordination and political will. Conservatives got things done, and the Liberals have not. This context matters. A government that has failed to negotiate treaties and has failed to implement existing obligations now wants Parliament to believe that creating another office would miraculously fix the failures it has spent a decade ignoring. The claim is not credible. The Liberals argue that a commissioner would provide direction, but modern treaties do not need more direction; they need delivery. Out of respect for our first nation partners, our neighbours, departments need to implement the agreements that have already been signed. Ministers need to enforce obligations already written in law. Commitments that have been sitting untouched for years need to be acted upon, not observed from afar by a new commissioner. Reconciliation is not achieved by expanding Ottawa's payroll. It is achieved when commitments are honoured."
gs039,"Bill C-14 scratches the surface. It may make it slightly harder for traffickers to get bail, but it would do almost nothing to strengthen sentencing, victim protections or enforcement. Human trafficking of minors once carried strong mandatory minimums that deterred predators. The Liberals weakened or repealed many of them, and Bill C-14 would not restore them. Cases collapse into reduced charges through plea deals, and Bill C-14 would do nothing to stop that. Victims are often left in the dark when their traffickers are released, and Bill C-14 would not fix that either. When a crime is this vile and this morally repugnant, half measures are not enough. Just a few weeks ago, a jewellery store in the Upper Canada Mall in Newmarket, which is in my community, was ambushed by a group of masked robbers. They smashed the display cases, terrified shoppers and shattered the sense of safety that families rely on. Last weekend, it happened again in the same mall, but to another store. This time, a police officer and security guards were pepper-sprayed. The message this sends is unmistakable: They can do this because nothing will happen to them. This is what weak bail laws create: a culture of impunity and a revolving door where offenders are back on the streets before the paperwork is done. Who carries the burden? It is the families, the business owners, our brothers and sisters, our neighbours, our employees, the seniors who walk in the mall for exercise and the parents who are deciding whether it is still safe to bring their children. While Bill C-14 would adjust some bail considerations, it would still allow for release on the least restrictive conditions, even for crimes that target the very sense of safety in a community. For gang-related robberies, auto theft rings, home invasions, extortion and coordinated retail attacks, public safety must be the first and central consideration."
gs040,"Mr. Speaker, it is an honour to rise today on behalf of the Edmonton Griesbach riding. I will be using my time to speak to Bill C-22. Bill C-22 is significant. It touches on public safety, privacy and the fundamental relationship between citizens and the government. That means we absolutely have to get it right. It goes without saying that Conservatives believe in law and order. We have always stood for common-sense measures to keep Canadians safe. For the past decade, we have been urging the Liberal government to reverse its failed policies and restore safety to our communities. Instead, the Liberals have let the situation get out of control. Last fall, the Liberals put forward Bill C-2, which would have fallen well short of protecting Canadians while overreaching in other areas. Thanks to the work of our Conservative team, we forced the Liberals to back down from Bill C-2, successfully blocking their infringement of individual freedoms and privacy. We stopped the Liberals from limiting the use of cash. We stopped them from opening mail without oversight. We stopped them from demanding that any service provider, including even dry cleaners, disclose user data without judicial oversight. Now we are presented with Bill C-22. While this bill excludes some provisions that Conservatives opposed, it also reintroduces parts of the failed Bill C-2. My Conservative colleagues and I continue to carefully review every line of this bill, as lawmakers. This legislation requires the necessary scrutiny and, yes, skepticism. Conservatives take this responsibility seriously. We support law enforcement. We want officers to have the tools they need to keep Canadians safe. That is not in question. It has never been in question. Also, we know these powers must be accompanied by strong safeguards, clear limits and independent oversight to protect Canadians' rights and freedoms. At the same time, we stand for the rights and freedoms of Canadians. We stand for privacy and due process. Those two principles must go hand in hand. We will continue working to ensure that privacy and due process are protected, with this legislation and all future legislation."
gs041,"The carbon capture by mass timber can also be significant, especially in taller wood buildings. When used as a substitute for or complement to concrete and steel, mass timber delivers significant climate benefits, cutting embodied emissions in buildings by as much as 25%. Canada has the third-most extensive forested area on earth. If we manage our forests sustainably, our country has a significant supply of timber available to meet the growing demand for building with wood and mass timber. Greater demand can strengthen Canada's softwood lumber industry while helping to reduce reliance on our southern neighbour and reducing the climate pollution caused by the embodied carbon and building materials. I want to talk about core partnerships next. Build Canada Homes has already formed key partnerships with provinces, territories, indigenous partners and local governments. Notably, we are forging commitments to ensure that supportive and transitional housing is matched with the wraparound services residents need. For example, these partnerships would support the creation of 30 supportive and transitional homes announced in Nova Scotia and 54 at Dunn House phase 2 in the member for Taiaiako'n—Parkdale—High Park's riding in Toronto, with further negotiations under way to ensure critical services to the most vulnerable Canadians. Just last week, we announced a partnership with the B.C. government in Victoria to build 700 supportive and transitional homes, setting a new bar for the scale of the supportive and transitional homes that are needed to tackle homelessness. Build Canada Homes is also committed to building indigenous partnerships that further self-determination and contribute meaningfully to meeting the needs of indigenous communities. Through Build Canada Homes, the governments of Canada, Nunavut and Nunavut Tunngavik Incorporated reached an agreement in principle to support the development of 750 homes for non-market housing in Nunavut. These homes will be designed and delivered in collaboration with Inuit, for Inuit."
gs042,"Mr. Speaker, in the 1970s, during Britain's energy crisis, there was a saying that the government treats taxpayers like lemons; that every time it needs more money, it just squeezes harder. That is exactly how Canadians feel today every time they pull up to the gas pump. Whether someone is a mom driving their kids to hockey in Cloverdale, a tradesman in Langley filling up his truck before work or a senior cutting back on groceries because of gas prices, they all watch the numbers spin higher and higher while government quietly takes a bigger cut every second that dial moves. If government revenue rises every time gas prices rise, what incentives do the Liberals actually have to bring that cost down? That is the uncomfortable truth at the centre of this debate. Every time families pull up to the pump and watch those numbers climb higher, Ottawa is standing right there with its hand out. There is the GST, the industrial carbon tax and the clean fuel standard, all stacked one on top of the other on every litre we buy. As Canadians watch those numbers click frighteningly higher, government revenues rise automatically. After months of soaring prices and dogged pressure by the Conservatives, the Liberals finally arrived with a tiny, temporary tax break. They presented it as though they performed some great act of economic heroism. In reality, their plan delivers barely one-third of the relief for barely one-third of the year, compared to what Conservatives had proposed. The Liberals want Canadians to believe that the cupboard is bare, that this is the absolute limit of what government can do, when in fact they can remove all federal taxes on gas and diesel tomorrow morning and give some real and actual relief to Canadians."
gs043,"Transit is not a luxury. It shapes people's quality of life and whether parents can make it home in time to see their kids before bed. Transit shapes access to jobs, education, health care and opportunity. Strong public transit systems are one of the ways we make cities more affordable, more connected and more livable. This is why our government continues to invest in critical transit projects such as the Ontario line. Once it is complete, Spadina—Harbourfront will be home to five Ontario line stations: Exhibition, King West, Chinatown, Osgoode and Queen. We are also working alongside the province and the City of Toronto to jointly fund the waterfront east transit, because building transit requires collaboration across all levels of government. These projects are a critical component to connecting our community and linking residents in Spadina—Harbourfront and beyond to their jobs, families and homes. Toronto's tourism sector has welcomed more than 28 million visitors, spending $9 billion in our city. With FIFA World Cup 2026 fast approaching, Toronto, and in particular Spadina—Harbourfront, will welcome even more visitors. In fact, all six Ontario matches will be hosted on the vibrant waterfront in Spadina—Harbourfront. Toronto has a proud record of hosting international sporting events, from the 2007 FIFA U-20 World Cup to the 2015 Pan Am Games. Spadina—Harbourfront is home to some of Canada's most recognizable destinations and sports and entertainment venues, like the Rogers Centre, or the SkyDome, Scotiabank Arena, the CN Tower, Union Station, our waterfront and Toronto's financial district. It is also home to the teams and events that bring millions of people into our city every year, from the Toronto Blue Jays and the Raptors to the Toronto FC, the Maple Leafs and Toronto Tempo, among others. It has become one of the great sports and cultural cities in the world, and that economic activity matters for Canada. That is why our government will be investing $755 million over five years and $118 million ongoing to support Canada's sports ecosystem and help strengthen our ability to host major international events."
gs044,"Budget 2025 is about leading with confidence and with discipline. It is a plan that balances ambition with responsibility, because Canadians expect their government to be a careful steward of their hard-earned tax dollars. This budget introduces a new approach: spending less to invest more. We are slowing the growth of government operations, cutting red tape and focusing every dollar on priorities that grow our economy, such as housing, innovation and clean energy. We are maintaining Canada's lowest net debt-to-GDP ratio in the G7. We are also introducing a capital budgeting framework to clearly separate day-to-day spending from long-term investments that build our country's strengths. Budget 2025 is more than a fiscal plan; it is a nation-building blueprint for a stronger, more confident Canada. It is about protecting what we value, building where we need and empowering every Canadian to help shape our future. In Kanata, Carp, Bells Corners and Stittsville, we see what that future looks like: innovators pushing the boundaries of technology, families working hard to build a life, and communities coming together to create opportunity. This budget invests in them: in affordable homes, good jobs, clean energy and the next generation of Canadian ingenuity."
gs045,"This bill would introduce a new tool, a process for identifying, prioritizing and advancing transformative infrastructure and development projects. To support this new process, the government plans to create a new federal major projects office to coordinate, problem-solve and fast-track projects of national interest, transitioning from a fragmented approach to approval to unified, decisive action. For projects of national interest like these, we are committed to making decisions within a maximum time frame of two years, not five years or more. The Prime Minister has been very clear. Moving forward, we will commit to a “one project, one review” approach. The days of duplication and cost overruns are over. Federal, provincial and territorial authorities will all work on a single assessment to move quickly, while remaining just as thorough and maintaining public trust. Standards will be high. Only projects that strengthen Canada's resilience, provide measurable economic benefits and are in line with our environmental, social and indigenous reconciliation values will receive this designation. Our goal is to put “Canada” and “achievement”, not “Canada” and “delay”, in the same sentence. Just as vital is the continued commitment by this government that indigenous governments, partners and indeed indigenous peoples and communities must be engaged from the outset. Respect for constitutionally protected indigenous rights, knowledge and priorities is obviously non-negotiable and is clearly enunciated in the bill currently before the House. When we say partnership is the foundation, we mean exactly that. Whether in Inuvik, the Métis heartland of Manitoba or the Mi'kmaq territory in Atlantic Canada, nation building is only real if it is shared. That is why equity partnerships for indigenous peoples will be supported and prioritized. Environmental stewardship will also remain paramount. This bill would not weaken any of Canada's core environmental statutes. Instead, it is about considering whether major projects drive clean growth and forge a sustainable legacy for the next generations. The work of building a modern one Canadian economy does not stop with flagship projects. Our prosperity also depends on removing barriers that hobble Canadians' ability to trade, connect and work wherever opportunity calls across our country."
gs046,"The screen-based production sector supports hundreds of thousands of direct and indirect jobs in Canada. These are not abstract jobs. They are good-paying, highly skilled jobs held by Canadians in every region of this country. They include camera operators, lighting technicians, sound engineers, visual effects artists, editors, costume designers, set builders, location managers, caterers, truck drivers, musicians, actors, writers, producers, translators and post-production specialists. The economic impact extends well beyond the production set itself. When productions film in a community, they rent hotel rooms, use local restaurants, contract transportation companies and use facilities throughout the community they are filming in. I can attest to this. Little Lorraine, a movie that was filmed on Cape Breton Island, was a huge success at the box office, but in terms of economic development, it provided a boost to the Cape Breton Regional Municipality. In cities like Toronto, Vancouver and Montreal, the production industry has become a major economic engine, but places like Cape Breton Island have been home to many movies. Again, what it contributes, not just to the economy of the country, not just to the regional economy, but to the local economy, is quite substantial. This is why the framework established under the Online Streaming Act matters. The world has changed dramatically since the original Broadcasting Act was drafted. Traditional broadcasters continue to contribute to Canadian content obligations while facing increasing competition from large foreign streaming services that dominate audience share and subscription revenues. The problem the legislation sought to address was straightforward: The regulatory system has not kept pace with technological change. Canadians are increasingly consuming programming online rather than through conventional broadcasting platforms, yet the contribution framework that historically applied primarily to Canadian broadcasters is still an item. This imbalance is not sustainable. If Canadian broadcasters are required to contribute to Canadian programming while foreign streaming platforms generating significant Canadian revenues are exempt, eventually the financial foundation supporting Canadian production begins to erode."
