file,source,chamber,stratum,arm,seg_id,date,speaker,n_words,genre,regime_flag,pangram,fraction_ai,version,prior_p3
ansprev112,expansion_web,NSW,prev,chamber,NSWLC2026-05-06#t55w0,2026-05-06,The Hon. MARK LATHAM,315,,,Human,,4.0-web,
ansprev113,expansion_web,NSW,prev,chamber,NSWLC2025-11-20#t149w7,2025-11-20,The Hon. NATALIE WARD,231,,,Human,,4.0-web,
ansprev114,expansion_web,NSW,prev,chamber,NSWLC2026-02-10#t109w9,2026-02-10,The Hon. SCOTT FARLOW,210,,,Mixed,,4.0-web,
ansprev115,expansion_web,NSW,prev,chamber,NSWLC2025-11-27#t175w2,2025-11-27,Ms SUE HIGGINSON,258,,,Human,,4.0-web,
ansprev116,expansion_web,NSW,prev,chamber,NSWLA2026-03-18#t76w0,2026-03-18,Mr PAUL SCULLY,308,,,Human,,4.0-web,
ansprev117,expansion_web,NSW,prev,chamber,NSWLC2025-08-06#t234w1,2025-08-06,The Hon. JEREMY BUCKINGHAM,356,,,Human,,4.0-web,
ansprev118,expansion_web,NSW,prev,chamber,NSWLA2025-10-21#t94w4,2025-10-21,Dr MARJORIE O'NEILL,267,,,Human,,4.0-web,
ansprev119,expansion_web,NSW,prev,chamber,NSWLA2026-05-12#t193w4,2026-05-12,Ms FELICITY WILSON,330,,,Human,,4.0-web,
aqlprev000,expansion_web,QLD,prev,chamber,QLD2026-06-04#t229w3,2026-06-04,BERKMAN,354,,,Human,,4.0-web,
aqlprev001,expansion_web,QLD,prev,chamber,QLD2026-06-24#t115w0,2026-06-24,VORSTER,347,,,Human,,4.0-web,
aqlprev002,expansion_web,QLD,prev,chamber,QLD2025-10-28#t199w1,2025-10-28,JAMES,359,,,Human,,4.0-web,
aqlprev003,expansion_web,QLD,prev,chamber,QLD2026-06-23#t243w0,2026-06-23,RYAN,337,,,AI,,4.0-web,
aqlprev004,expansion_web,QLD,prev,chamber,QLD2025-06-12#t258w1,2025-06-12,HEAD,164,,,Human,,4.0-web,
aqlprev005,expansion_web,QLD,prev,chamber,QLD2025-10-14#t170w0,2025-10-14,WATTS,144,,,Human,,4.0-web,
aqlprev006,expansion_web,QLD,prev,chamber,QLD2026-03-03#t257w1,2026-03-03,KELLY,355,,,Mixed,,4.0-web,
aqlprev007,expansion_web,QLD,prev,chamber,QLD2025-04-29#t235w0,2025-04-29,FARMER,343,,,Human,,4.0-web,
aqlprev008,expansion_web,QLD,prev,chamber,QLD2025-03-12#t85w0,2025-03-12,LISTER,343,,,Human,,4.0-web,
aqlprev009,expansion_web,QLD,prev,chamber,QLD2025-08-28#t140w0,2025-08-28,BERKMAN,350,,,Human,,4.0-web,
aqlprev010,expansion_web,QLD,prev,chamber,QLD2025-08-27#t34w0,2025-08-27,NICHOLLS,136,,,Human,,4.0-web,
aqlprev011,expansion_web,QLD,prev,chamber,QLD2025-10-30#t194w1,2025-10-30,JANETZKI,204,,,Human,,4.0-web,
aqlprev012,expansion_web,QLD,prev,chamber,QLD2025-05-21#t262w0,2025-05-21,POWER,354,,,Human,,4.0-web,
aqlprev013,expansion_web,QLD,prev,chamber,QLD2025-06-10#t146w1,2025-06-10,POWER,353,,,Human,,4.0-web,
aqlprev014,expansion_web,QLD,prev,chamber,QLD2026-06-04#t20w0,2026-06-04,BLEIJIE,216,,,Human,,4.0-web,
aqlprev015,expansion_web,QLD,prev,chamber,QLD2025-02-19#t36w0,2025-02-19,MICKELBERG,343,,,Human,,4.0-web,
aqlprev016,expansion_web,QLD,prev,chamber,QLD2025-12-10#t36w0,2025-12-10,NICHOLLS,139,,,Human,,4.0-web,
aqlprev017,expansion_web,QLD,prev,chamber,QLD2026-03-04#t2w0,2026-03-04,DOOLEY,360,,,AI,,4.0-web,
aqlprev018,expansion_web,QLD,prev,chamber,QLD2025-06-12#t89w0,2025-06-12,BLEIJIE,350,,,Human,,4.0-web,
aqlprev019,expansion_web,QLD,prev,chamber,QLD2025-09-18#t0w0,2025-09-18,BLEIJIE,212,,,Human,,4.0-web,
aqlprev020,expansion_web,QLD,prev,chamber,QLD2026-03-05#t280w0,2026-03-05,FARMER,221,,,Human,,4.0-web,
aqlprev021,expansion_web,QLD,prev,chamber,QLD2026-03-26#t189w1,2026-03-26,YOUNG,186,,,AI,,4.0-web,
aqlprev022,expansion_web,QLD,prev,chamber,QLD2026-02-10#t81w8,2026-02-10,PURDIE,334,,,Human,,4.0-web,
aqlprev023,expansion_web,QLD,prev,chamber,QLD2025-11-18#t221w1,2025-11-18,KIRKLAND,326,,,Human,,4.0-web,
aqlprev024,expansion_web,QLD,prev,chamber,QLD2026-05-14#t260w1,2026-05-14,DOOLEY,356,,,Mixed,,4.0-web,
aqlprev025,expansion_web,QLD,prev,chamber,QLD2025-10-14#t144w0,2025-10-14,POWELL,346,,,Human,,4.0-web,
aqlprev026,expansion_web,QLD,prev,chamber,QLD2026-03-25#t62w0,2026-03-25,CAMM,183,,,Human,,4.0-web,
aqlprev027,expansion_web,QLD,prev,chamber,QLD2026-03-03#t196w4,2026-03-03,MULLEN,349,,,Human,,4.0-web,
aqlprev028,expansion_web,QLD,prev,chamber,QLD2026-03-04#t122w1,2026-03-04,BUTCHER,352,,,Human,,4.0-web,
aqlprev029,expansion_web,QLD,prev,chamber,QLD2025-06-27#t63w0,2025-06-27,BUTCHER,357,,,AI,,4.0-web,
aqlprev030,expansion_web,QLD,prev,chamber,QLD2026-02-10#t180w0,2026-02-10,McMILLAN,349,,,Human,,4.0-web,
aqlprev031,expansion_web,QLD,prev,chamber,QLD2025-10-16#t229w0,2025-10-16,HUTTON,344,,,Human,,4.0-web,
aqlprev032,expansion_web,QLD,prev,chamber,QLD2025-03-14#t223w3,2025-03-14,CAMM,145,,,Human,,4.0-web,
aqlprev033,expansion_web,QLD,prev,chamber,QLD2025-10-15#t204w2,2025-10-15,JAMES,351,,,AI,,4.0-web,
aqlprev034,expansion_web,QLD,prev,chamber,QLD2025-11-20#t248w6,2025-11-20,LISTER,282,,,Human,,4.0-web,
aqlprev035,expansion_web,QLD,prev,chamber,QLD2026-03-26#t215w0,2026-03-26,FURNER,143,,,Human,,4.0-web,
aqlprev036,expansion_web,QLD,prev,chamber,QLD2025-05-21#t42w0,2025-05-21,LANGBROEK,127,,,Human,,4.0-web,
aqlprev037,expansion_web,QLD,prev,chamber,QLD2026-06-03#t273w1,2026-06-03,KATTER,161,,,Human,,4.0-web,
aqlprev038,expansion_web,QLD,prev,chamber,QLD2025-06-24#t39w0,2025-06-24,BLEIJIE,128,,,Human,,4.0-web,
aqlprev039,expansion_web,QLD,prev,chamber,QLD2026-06-24#t203w0,2026-06-24,PEASE,244,,,Human,,4.0-web,
aqlprev040,expansion_web,QLD,prev,chamber,QLD2025-08-28#t248w0,2025-08-28,KING,357,,,Human,,4.0-web,
aqlprev041,expansion_web,QLD,prev,chamber,QLD2025-02-20#t128w0,2025-02-20,GERBER,150,,,Human,,4.0-web,
aqlprev042,expansion_web,QLD,prev,chamber,QLD2025-11-19#t10w0,2025-11-19,LANGBROEK,348,,,Human,,4.0-web,
aqlprev043,expansion_web,QLD,prev,chamber,QLD2025-06-26#t233w0,2025-06-26,McMILLAN,307,,,Mixed,,4.0-web,
aqlprev044,expansion_web,QLD,prev,chamber,QLD2025-11-18#t151w0,2025-11-18,JAMES,359,,,AI,,4.0-web,
aqlprev045,expansion_web,QLD,prev,chamber,QLD2026-06-24#t198w0,2026-06-24,BUSH,338,,,Human,,4.0-web,
aqlprev046,expansion_web,QLD,prev,chamber,QLD2025-02-18#t122w1,2025-02-18,KELLY,175,,,Human,,4.0-web,
aqlprev047,expansion_web,QLD,prev,chamber,QLD2025-02-19#t148w0,2025-02-19,POWER,185,,,Human,,4.0-web,
aqlprev048,expansion_web,QLD,prev,chamber,QLD2026-03-25#t181w1,2026-03-25,MARTIN,345,,,Mixed,,4.0-web,
aqlprev049,expansion_web,QLD,prev,chamber,QLD2026-04-22#t161w3,2026-04-22,STOKER,353,,,Human,,4.0-web,
aqlprev050,expansion_web,QLD,prev,chamber,QLD2025-10-28#t158w0,2025-10-28,MILES,261,,,Human,,4.0-web,
aqlprev051,expansion_web,QLD,prev,chamber,QLD2026-04-21#t207w0,2026-04-21,O’CONNOR,356,,,AI,,4.0-web,
aqlprev052,expansion_web,QLD,prev,chamber,QLD2025-05-20#t205w1,2025-05-20,SCANLON,357,,,Human,,4.0-web,
aqlprev053,expansion_web,QLD,prev,chamber,QLD2025-04-02#t84w0,2025-04-02,BLEIJIE,352,,,Human,,4.0-web,
aqlprev054,expansion_web,QLD,prev,chamber,QLD2025-03-14#t254w0,2025-03-14,SMITH,329,,,Human,,4.0-web,
aqlprev055,expansion_web,QLD,prev,chamber,QLD2025-03-14#t212w0,2025-03-14,LISTER,292,,,Human,,4.0-web,
aqlprev056,expansion_web,QLD,prev,chamber,QLD2025-06-24#t1w0,2025-06-24,BLEIJIE,357,,,Human,,4.0-web,
aqlprev057,expansion_web,QLD,prev,chamber,QLD2025-02-19#t210w0,2025-02-19,WHITING,350,,,Human,,4.0-web,
aqlprev058,expansion_web,QLD,prev,chamber,QLD2025-05-21#t214w3,2025-05-21,SIMPSON,253,,,Human,,4.0-web,
aqlprev059,expansion_web,QLD,prev,chamber,QLD2025-12-09#t49w0,2025-12-09,FRECKLINGTON,344,,,Human,,4.0-web,
aqlprev060,expansion_web,QLD,prev,chamber,QLD2026-05-12#t246w0,2026-05-12,BENNETT,350,,,Mixed,,4.0-web,
aqlprev061,expansion_web,QLD,prev,chamber,QLD2025-09-18#t221w1,2025-09-18,DOOLEY,355,,,AI,,4.0-web,
aqlprev062,expansion_web,QLD,prev,chamber,QLD2025-04-30#t9w0,2025-04-30,PURDIE,353,,,Human,,4.0-web,
aqlprev063,expansion_web,QLD,prev,chamber,QLD2026-06-04#t179w0,2026-06-04,FRECKLINGTON,341,,,Human,,4.0-web,
aqlprev064,expansion_web,QLD,prev,chamber,QLD2025-03-12#t176w1,2025-03-12,KIRKLAND,342,,,Mixed,,4.0-web,
aqlprev065,expansion_web,QLD,prev,chamber,QLD2025-02-20#t280w0,2025-02-20,McMILLAN,354,,,Human,,4.0-web,
aqlprev066,expansion_web,QLD,prev,chamber,QLD2025-12-11#t143w2,2025-12-11,FIELD,360,,,Mixed,,4.0-web,
aqlprev067,expansion_web,QLD,prev,chamber,QLD2025-03-13#t159w0,2025-03-13,BATES,358,,,Human,,4.0-web,
aqlprev068,expansion_web,QLD,prev,chamber,QLD2026-06-02#t205w0,2026-06-02,de BRENNI,341,,,AI,,4.0-web,
aqlprev069,expansion_web,QLD,prev,chamber,QLD2026-06-25#t234w3,2026-06-25,HEAD,287,,,Human,,4.0-web,
aqlprev070,expansion_web,QLD,prev,chamber,QLD2026-06-23#t164w2,2026-06-23,DOOLEY,347,,,Human,,4.0-web,
aqlprev071,expansion_web,QLD,prev,chamber,QLD2025-04-01#t171w0,2025-04-01,DOOLAN,339,,,Mixed,,4.0-web,
aqlprev072,expansion_web,QLD,prev,chamber,QLD2026-06-25#t235w0,2026-06-25,McCALLUM,359,,,Human,,4.0-web,
aqlprev073,expansion_web,QLD,prev,chamber,QLD2026-03-04#t118w2,2026-03-04,KNUTH,138,,,Human,,4.0-web,
aqlprev074,expansion_web,QLD,prev,chamber,QLD2026-06-03#t177w0,2026-06-03,FRECKLINGTON,153,,,Human,,4.0-web,
aqlprev075,expansion_web,QLD,prev,chamber,QLD2025-04-01#t147w1,2025-04-01,GERBER,173,,,Human,,4.0-web,
aqlprev076,expansion_web,QLD,prev,chamber,QLD2025-06-12#t333w0,2025-06-12,DICK,342,,,Human,,4.0-web,
aqlprev077,expansion_web,QLD,prev,chamber,QLD2025-02-18#t202w2,2025-02-18,MOLHOEK,355,,,Human,,4.0-web,
aqlprev078,expansion_web,QLD,prev,chamber,QLD2026-06-24#t130w8,2026-06-24,McDONALD,353,,,Human,,4.0-web,
aqlprev079,expansion_web,QLD,prev,chamber,QLD2025-02-20#t144w1,2025-02-20,MULLEN,311,,,Human,,4.0-web,
aqlprev080,expansion_web,QLD,prev,chamber,QLD2025-05-20#t318w0,2025-05-20,GRACE,175,,,Human,,4.0-web,
aqlprev081,expansion_web,QLD,prev,chamber,QLD2026-04-22#t174w0,2026-04-22,MANDER,322,,,Human,,4.0-web,
aqlprev082,expansion_web,QLD,prev,chamber,QLD2025-08-28#t123w1,2025-08-28,PEASE,335,,,AI,,4.0-web,
aqlprev083,expansion_web,QLD,prev,chamber,QLD2025-10-14#t235w0,2025-10-14,MELLISH,344,,,Human,,4.0-web,
aqlprev084,expansion_web,QLD,prev,chamber,QLD2026-06-26#t166w4,2026-06-26,JAMES,332,,,Human,,4.0-web,
aqlprev085,expansion_web,QLD,prev,chamber,QLD2025-05-22#t137w1,2025-05-22,POWELL,358,,,Human,,4.0-web,
aqlprev086,expansion_web,QLD,prev,chamber,QLD2026-02-11#t62w0,2026-02-11,JANETZKI,128,,,Human,,4.0-web,
aqlprev087,expansion_web,QLD,prev,chamber,QLD2026-06-25#t45w0,2026-06-25,LANGBROEK,137,,,Human,,4.0-web,
aqlprev088,expansion_web,QLD,prev,chamber,QLD2025-03-14#t47w0,2025-03-14,CRISAFULLI,172,,,Human,,4.0-web,
aqlprev089,expansion_web,QLD,prev,chamber,QLD2025-04-03#t166w7,2025-04-03,GERBER,333,,,Human,,4.0-web,
aqlprev090,expansion_web,QLD,prev,chamber,QLD2025-04-29#t144w1,2025-04-29,FENTIMAN,343,,,Human,,4.0-web,
aqlprev091,expansion_web,QLD,prev,chamber,QLD2025-04-03#t68w0,2025-04-03,FRECKLINGTON,132,,,Human,,4.0-web,
aqlprev092,expansion_web,QLD,prev,chamber,QLD2025-12-10#t94w0,2025-12-10,O’CONNOR,124,,,Human,,4.0-web,
aqlprev093,expansion_web,QLD,prev,chamber,QLD2025-03-14#t215w0,2025-03-14,LISTER,351,,,Human,,4.0-web,
aqlprev094,expansion_web,QLD,prev,chamber,QLD2025-11-18#t83w0,2025-11-18,NICHOLLS,121,,,Human,,4.0-web,
aqlprev095,expansion_web,QLD,prev,chamber,QLD2026-06-25#t245w1,2026-06-25,BAILEY,348,,,Human,,4.0-web,
aqlprev096,expansion_web,QLD,prev,chamber,QLD2026-02-12#t179w0,2026-02-12,GERBER,343,,,Human,,4.0-web,
aqlprev097,expansion_web,QLD,prev,chamber,QLD2025-03-13#t181w0,2025-03-13,O’CONNOR,336,,,Human,,4.0-web,
aqlprev098,expansion_web,QLD,prev,chamber,QLD2026-04-21#t209w0,2026-04-21,MILES,276,,,AI,,4.0-web,
aqlprev099,expansion_web,QLD,prev,chamber,QLD2025-11-18#t197w0,2025-11-18,HUTTON,213,,,AI,,4.0-web,
aqlprev100,expansion_web,QLD,prev,chamber,QLD2025-11-18#t116w1,2025-11-18,WATTS,351,,,Human,,4.0-web,
aqlprev101,expansion_web,QLD,prev,chamber,QLD2025-05-21#t12w1,2025-05-21,POWELL,328,,,Human,,4.0-web,
aqlprev102,expansion_web,QLD,prev,chamber,QLD2026-02-12#t169w0,2026-02-12,KNUTH,334,,,Mixed,,4.0-web,
aqlprev103,expansion_web,QLD,prev,chamber,QLD2025-04-30#t161w0,2025-04-30,NICHOLLS,126,,,Human,,4.0-web,
aqlprev104,expansion_web,QLD,prev,chamber,QLD2025-12-11#t191w0,2025-12-11,LAST,334,,,Human,,4.0-web,
aqlprev105,expansion_web,QLD,prev,chamber,QLD2026-03-03#t185w1,2026-03-03,FENTIMAN,345,,,Human,,4.0-web,
aqlprev106,expansion_web,QLD,prev,chamber,QLD2025-06-12#t3w1,2025-06-12,BOYD,358,,,Human,,4.0-web,
aqlprev107,expansion_web,QLD,prev,chamber,QLD2025-06-27#t125w1,2025-06-27,WATTS,358,,,Mixed,,4.0-web,
aqlprev108,expansion_web,QLD,prev,chamber,QLD2026-06-26#t80w4,2026-06-26,VORSTER,357,,,Mixed,,4.0-web,
aqlprev109,expansion_web,QLD,prev,chamber,QLD2026-06-04#t253w2,2026-06-04,MULLEN,279,,,Human,,4.0-web,
aqlprev110,expansion_web,QLD,prev,chamber,QLD2025-06-24#t141w0,2025-06-24,BOLTON,360,,,Human,,4.0-web,
aqlprev111,expansion_web,QLD,prev,chamber,QLD2026-05-13#t205w0,2026-05-13,HEAD,344,,,Human,,4.0-web,
aqlprev112,expansion_web,QLD,prev,chamber,QLD2026-06-03#t107w0,2026-06-03,POWELL,188,,,Human,,4.0-web,
aqlprev113,expansion_web,QLD,prev,chamber,QLD2025-05-22#t202w0,2025-05-22,GERBER,209,,,Human,,4.0-web,
aqlprev114,expansion_web,QLD,prev,chamber,QLD2026-06-25#t329w0,2026-06-25,PURDIE,354,,,AI,,4.0-web,
aqlprev115,expansion_web,QLD,prev,chamber,QLD2025-04-01#t233w1,2025-04-01,PERRETT,338,,,Human,,4.0-web,
aqlprev116,expansion_web,QLD,prev,chamber,QLD2025-08-27#t54w0,2025-08-27,FRECKLINGTON,359,,,Human,,4.0-web,
aqlprev117,expansion_web,QLD,prev,chamber,QLD2025-05-21#t23w0,2025-05-21,CRISAFULLI,319,,,Human,,4.0-web,
aqlprev118,expansion_web,QLD,prev,chamber,QLD2026-05-14#t233w1,2026-05-14,O’CONNOR,351,,,AI,,4.0-web,
aqlprev119,expansion_web,QLD,prev,chamber,QLD2025-09-17#t179w0,2025-09-17,MARR,338,,,Human,,4.0-web,
asaprev000,expansion_web,SA,prev,chamber,SAHA2025-05-14#t129w1,2025-05-14,Mr BATTY,356,,,Human,,4.0-web,
asaprev001,expansion_web,SA,prev,chamber,SAHA2025-02-19#t1w2,2025-02-19,Mr BATTY,356,,,Human,,4.0-web,
asaprev002,expansion_web,SA,prev,chamber,SALC2025-06-03#t74w2,2025-06-03,The Hon. C.M. SCRIVEN,327,,,Human,,4.0-web,
asaprev003,expansion_web,SA,prev,chamber,SAHA2025-02-05#t49w0,2025-02-05,The Hon. S.C. MULLIGHAN,196,,,Human,,4.0-web,
asaprev004,expansion_web,SA,prev,chamber,SALC2025-02-04#t142w0,2025-02-04,The Hon. C. BONAROS,261,,,Human,,4.0-web,
asaprev005,expansion_web,SA,prev,chamber,SAHA2025-04-30#t43w0,2025-04-30,The Hon. P.B. MALINAUSKAS,331,,,Human,,4.0-web,
asaprev006,expansion_web,SA,prev,chamber,SAHA2025-09-18#t3w0,2025-09-18,Mr HUGHES,330,,,Human,,4.0-web,
asaprev007,expansion_web,SA,prev,chamber,SAHA2025-05-01#t98w6,2025-05-01,Mr BASHAM,357,,,Human,,4.0-web,
asaprev008,expansion_web,SA,prev,chamber,SALC2025-09-17#t115w3,2025-09-17,The Hon. F. PANGALLO,352,,,Human,,4.0-web,
asaprev009,expansion_web,SA,prev,chamber,SAHA2025-03-18#t28w1,2025-03-18,Ms THOMPSON,330,,,AI,,4.0-web,
asaprev010,expansion_web,SA,prev,chamber,SALC2025-04-29#t26w0,2025-04-29,The Hon. K.J. MAHER,338,,,Mixed,,4.0-web,
asaprev011,expansion_web,SA,prev,chamber,SAHA2025-08-21#t3w1,2025-08-21,Mr HUGHES,337,,,Human,,4.0-web,
asaprev012,expansion_web,SA,prev,chamber,SALC2025-02-18#t136w0,2025-02-18,The Hon. K.J. MAHER,122,,,Human,,4.0-web,
asaprev013,expansion_web,SA,prev,chamber,SAHA2025-09-16#t31w0,2025-09-16,The Hon. N.D. CHAMPION,292,,,Human,,4.0-web,
asaprev014,expansion_web,SA,prev,chamber,SALC2025-06-03#t338w0,2025-06-03,The Hon. C.M. SCRIVEN,147,,,Human,,4.0-web,
asaprev015,expansion_web,SA,prev,chamber,SAHA2025-09-18#t187w2,2025-09-18,Ms HUTCHESSON,187,,,Mixed,,4.0-web,
asaprev016,expansion_web,SA,prev,chamber,SAHA2025-04-03#t89w8,2025-04-03,Ms STINSON,226,,,Human,,4.0-web,
asaprev017,expansion_web,SA,prev,chamber,SAHA2025-02-20#t45w2,2025-02-20,Ms CLANCY,360,,,Human,,4.0-web,
asaprev018,expansion_web,SA,prev,chamber,SALC2025-04-01#t10w0,2025-04-01,The Hon. C.M. SCRIVEN,333,,,Human,,4.0-web,
asaprev019,expansion_web,SA,prev,chamber,SALC2025-11-12#t157w1,2025-11-12,The Hon. R.B. MARTIN,349,,,Human,,4.0-web,
asaprev020,expansion_web,SA,prev,chamber,SALC2025-10-30#t179w0,2025-10-30,The Hon. E.S. BOURKE,235,,,Human,,4.0-web,
asaprev021,expansion_web,SA,prev,chamber,SALC2025-03-06#t114w0,2025-03-06,The Hon. K.J. MAHER,355,,,Human,,4.0-web,
asaprev022,expansion_web,SA,prev,chamber,SAHA2025-06-03#t79w1,2025-06-03,Mr WHETSTONE,340,,,Human,,4.0-web,
asaprev023,expansion_web,SA,prev,chamber,SALC2025-05-15#t151w1,2025-05-15,The Hon. N.J. CENTOFANTI,345,,,AI,,4.0-web,
asaprev024,expansion_web,SA,prev,chamber,SALC2025-06-05#t76w1,2025-06-05,The Hon. C.M. SCRIVEN,351,,,Human,,4.0-web,
asaprev025,expansion_web,SA,prev,chamber,SALC2025-05-14#t67w0,2025-05-14,The Hon. C.M. SCRIVEN,201,,,Human,,4.0-web,
asaprev026,expansion_web,SA,prev,chamber,SAHA2025-06-03#t94w0,2025-06-03,Mr McBRIDE,337,,,Human,,4.0-web,
asaprev027,expansion_web,SA,prev,chamber,SALC2025-02-18#t22w0,2025-02-18,The Hon. C.M. SCRIVEN,342,,,Human,,4.0-web,
asaprev028,expansion_web,SA,prev,chamber,SALC2025-09-17#t106w10,2025-09-17,The Hon. C. BONAROS,250,,,Human,,4.0-web,
asaprev029,expansion_web,SA,prev,chamber,SAHA2025-04-01#t49w0,2025-04-01,Mr TELFER,172,,,Human,,4.0-web,
asaprev030,expansion_web,SA,prev,chamber,SAHA2025-02-05#t122w1,2025-02-05,The Hon. S.C. MULLIGHAN,332,,,Human,,4.0-web,
asaprev031,expansion_web,SA,prev,chamber,SAHA2025-05-13#t86w0,2025-05-13,Ms PRATT,346,,,Human,,4.0-web,
asaprev032,expansion_web,SA,prev,chamber,SALC2025-10-30#t43w0,2025-10-30,The Hon. N.J. CENTOFANTI,326,,,Human,,4.0-web,
asaprev033,expansion_web,SA,prev,chamber,SAHA2025-03-20#t14w5,2025-03-20,Mr ODENWALDER,347,,,Mixed,,4.0-web,
asaprev034,expansion_web,SA,prev,chamber,SALC2025-02-20#t12w0,2025-02-20,The Hon. J.S. LEE,322,,,Human,,4.0-web,
asaprev035,expansion_web,SA,prev,chamber,SAHA2025-06-04#t329w0,2025-06-04,Mr TELFER,147,,,Human,,4.0-web,
asaprev036,expansion_web,SA,prev,chamber,SALC2025-04-30#t124w2,2025-04-30,The Hon. T.A. FRANKS,352,,,Human,,4.0-web,
asaprev037,expansion_web,SA,prev,chamber,SAHA2025-09-18#t2w0,2025-09-18,Ms HOOD,330,,,Human,,4.0-web,
asaprev038,expansion_web,SA,prev,chamber,SAHA2025-10-16#t70w0,2025-10-16,The Hon. J.K. SZAKACS,173,,,Human,,4.0-web,
asaprev039,expansion_web,SA,prev,chamber,SAHA2025-10-30#t137w0,2025-10-30,The Hon. J.K. SZAKACS,348,,,Human,,4.0-web,
asaprev040,expansion_web,SA,prev,chamber,SAHA2025-09-03#t127w2,2025-09-03,The Hon. B.I. BOYER,339,,,Human,,4.0-web,
asaprev041,expansion_web,SA,prev,chamber,SALC2025-03-04#t133w0,2025-03-04,The Hon. R.A. SIMMS,163,,,Human,,4.0-web,
asaprev042,expansion_web,SA,prev,chamber,SAHA2025-09-04#t20w0,2025-09-04,Ms HOOD,323,,,Human,,4.0-web,
asaprev043,expansion_web,SA,prev,chamber,SAHA2025-04-30#t3w0,2025-04-30,The Hon. C.J. PICTON,345,,,Human,,4.0-web,
asaprev044,expansion_web,SA,prev,chamber,SAHA2025-04-02#t39w0,2025-04-02,The Hon. P.B. MALINAUSKAS,136,,,Human,,4.0-web,
asaprev045,expansion_web,SA,prev,chamber,SALC2025-04-03#t43w1,2025-04-03,The Hon. C.M. SCRIVEN,260,,,Human,,4.0-web,
asaprev046,expansion_web,SA,prev,chamber,SAHA2025-09-04#t157w1,2025-09-04,Ms CLANCY,342,,,Human,,4.0-web,
asaprev047,expansion_web,SA,prev,chamber,SAHA2025-06-17#t0w0,2025-06-17,The Hon. V.A. TARZIA,332,,,Mixed,,4.0-web,
asaprev048,expansion_web,SA,prev,chamber,SAHA2025-03-20#t13w0,2025-03-20,Mr TEAGUE,350,,,Human,,4.0-web,
asaprev049,expansion_web,SA,prev,chamber,SALC2025-06-05#t1w2,2025-06-05,The Hon. N.J. CENTOFANTI,126,,,AI,,4.0-web,
asaprev050,expansion_web,SA,prev,chamber,SALC2025-10-16#t124w0,2025-10-16,The Hon. N.J. CENTOFANTI,339,,,AI,,4.0-web,
asaprev051,expansion_web,SA,prev,chamber,SAHA2025-04-02#t16w4,2025-04-02,Mr WHETSTONE,358,,,Human,,4.0-web,
asaprev052,expansion_web,SA,prev,chamber,SAHA2025-04-03#t91w2,2025-04-03,Ms HUTCHESSON,351,,,AI,,4.0-web,
asaprev053,expansion_web,SA,prev,chamber,SAHA2025-09-17#t104w0,2025-09-17,Mr BASHAM,343,,,AI,,4.0-web,
asaprev054,expansion_web,SA,prev,chamber,SALC2025-02-05#t121w1,2025-02-05,The Hon. K.J. MAHER,316,,,Human,,4.0-web,
asaprev055,expansion_web,SA,prev,chamber,SAHA2025-08-20#t110w1,2025-08-20,The Hon. N.D. CHAMPION,342,,,Human,,4.0-web,
asaprev056,expansion_web,SA,prev,chamber,SALC2025-09-03#t87w2,2025-09-03,The Hon. C. BONAROS,348,,,Human,,4.0-web,
asaprev057,expansion_web,SA,prev,chamber,SALC2025-03-05#t112w0,2025-03-05,The Hon. L.A. HENDERSON,186,,,Human,,4.0-web,
asaprev058,expansion_web,SA,prev,chamber,SAHA2025-02-19#t62w0,2025-02-19,The Hon. P.B. MALINAUSKAS,346,,,Human,,4.0-web,
asaprev059,expansion_web,SA,prev,chamber,SAHA2025-02-18#t0w4,2025-02-18,Mr DIGHTON,359,,,Human,,4.0-web,
asaprev060,expansion_web,SA,prev,chamber,SALC2025-09-03#t71w0,2025-09-03,The Hon. T.A. FRANKS,353,,,Human,,4.0-web,
asaprev061,expansion_web,SA,prev,chamber,SALC2025-11-12#t64w0,2025-11-12,The Hon. B.R. HOOD,164,,,Human,,4.0-web,
asaprev062,expansion_web,SA,prev,chamber,SALC2025-09-03#t77w2,2025-09-03,The Hon. J.E. HANSON,352,,,Human,,4.0-web,
asaprev063,expansion_web,SA,prev,chamber,SAHA2025-08-21#t148w2,2025-08-21,Ms HOOD,123,,,Human,,4.0-web,
asaprev064,expansion_web,SA,prev,chamber,SALC2025-09-18#t103w1,2025-09-18,The Hon. J.M.A. LENSINK,172,,,Human,,4.0-web,
asaprev065,expansion_web,SA,prev,chamber,SAHA2025-02-19#t81w0,2025-02-19,The Hon. A. KOUTSANTONIS,291,,,Human,,4.0-web,
asaprev066,expansion_web,SA,prev,chamber,SAHA2025-09-16#t9w7,2025-09-16,The Hon. N.D. CHAMPION,356,,,Human,,4.0-web,
asaprev067,expansion_web,SA,prev,chamber,SAHA2025-04-01#t195w0,2025-04-01,The Hon. S.C. MULLIGHAN,194,,,Human,,4.0-web,
asaprev068,expansion_web,SA,prev,chamber,SALC2025-09-03#t84w1,2025-09-03,The Hon. R.A. SIMMS,349,,,Human,,4.0-web,
asaprev069,expansion_web,SA,prev,chamber,SAHA2025-06-18#t11w2,2025-06-18,Mr BASHAM,359,,,Human,,4.0-web,
asaprev070,expansion_web,SA,prev,chamber,SAHA2025-10-14#t101w0,2025-10-14,Ms WORTLEY,355,,,Human,,4.0-web,
